,contraindication,indication,off-label use
AUPRC,0.1909524391244305,0.14158597113052615,0.22023770332825496
AUROC,0.8015919973857574,0.8512393435523489,0.8624425938873929
Recall@1%,0.18388067993262752,0.18787282518641257,0.1711451247165533
Recall@5%,0.3757431548172919,0.4727592381382771,0.5261904761904761
Recall@10%,0.49583489570738637,0.6267828450202104,0.6910147392290249
Recall@10,0.17509564820245863,0.1342905023725239,0.29302721088435374
Recall@50,0.3460424854888519,0.37099129984900486,0.6910147392290249
Recall@100,0.45734767774793045,0.496321444711047,0.8005668934240363
MRR@10,0.30630743525480364,0.17165213503241672,0.2623299319727891
MRR@50,0.31443079883932357,0.1828320717339362,0.27329407075445306
MRR@100,0.31569089070447365,0.183877298425771,0.2743316575063255
AP@10,0.2666089413348185,0.16064768239064015,0.2515839272216823
AP@50,0.2271665761078914,0.149421118535424,0.22528348949681845
AP@100,0.21252373605518907,0.14731401358213625,0.22242047890002867
Enrichment@1%,20.474011786123835,20.653150851510492,24.94044130953438
Enrichment@5%,7.676074580470439,9.90204003373915,10.548114352695482
Enrichment@10%,4.9644589530968695,6.404908626336495,6.8654320320649
F1,0.12195240992181286,0.07068570022517082,0.11189524869069806
Accuracy,0.9540498117820284,0.9586301819802772,0.9432613625160209
Sensitivity,0.3348008535371026,0.4716883296212211,0.48891723356009076
Specificity,0.9639569071182186,0.9602450316139344,0.9459567839688428
# of Pos,18.50877192982456,6.253521126760563,3.4285714285714284
