,contraindication,indication,off-label use
AUPRC,0.23760756748477885,0.1244890979436463,0.20070904493104424
AUROC,0.7636392929748984,0.8709613750496255,0.8266751781987122
Recall@1%,0.17681888031817383,0.19363744610559466,0.12877928949357523
Recall@5%,0.33920018942043895,0.5156860072493544,0.44987717309145886
Recall@10%,0.39877432403685276,0.6522591657321051,0.5476190476190477
Recall@10,0.16847929563866407,0.13280219223564305,0.2476851851851852
Recall@50,0.31829502111026464,0.42051168467236505,0.5595238095238095
Recall@100,0.37208912662620636,0.5277593071404063,0.6993197278911565
MRR@10,0.29535147392290245,0.13453548085901026,0.22575585789871502
MRR@50,0.3040093618868555,0.14827117232586778,0.24027179471644214
MRR@100,0.3051860910656289,0.14967298043498173,0.24288312564315556
AP@10,0.27360048185941044,0.14374176754034948,0.20051020408163264
AP@50,0.26772684742272757,0.1407450855212804,0.1994784371158301
AP@100,0.26116177413669506,0.13591993241093986,0.19940151178042415
Enrichment@1%,25.501315455721777,25.995757471357592,15.135888166022259
Enrichment@5%,6.98965312754259,10.561164795184224,9.09154789315968
Enrichment@10%,4.059347076553384,6.574995496423914,5.3162926974801605
F1,0.13044548212691864,0.07212262415023554,0.0905483056428585
Accuracy,0.8948789729668588,0.913969363425548,0.9017056097801441
Sensitivity,0.435832658400703,0.6240275999671729,0.5707482993197279
Specificity,0.9060681623260859,0.9151251454222684,0.9039775973707398
# of Pos,27.303571428571427,8.573529411764707,3.357142857142857
