split,seed,relation,disease_id,variant,auprc,auroc,n_pos,n_candidates,dd_degree_train,kg_degree,spearman_A_B,tag
cardiovascular,3,indication,6955.0,p_A,0.11792269022331586,0.9774548164710266,9,1798,0.0,4.0,0.6204666170489369,varA
cardiovascular,3,indication,6955.0,p_B,0.004505357473325184,0.4279858393888578,9,1798,0.0,4.0,0.6204666170489369,varA
cardiovascular,3,indication,6955.0,fuse_rankavg,0.009597538611720033,0.7334948139867088,9,1798,0.0,4.0,0.6204666170489369,varA
cardiovascular,3,indication,5009.0,p_A,0.051509791742430984,0.8280610155610155,22,1798,0.0,92.0,0.3336806214858365,varA
cardiovascular,3,indication,5009.0,p_B,0.02307182698797358,0.7084357084357084,22,1798,0.0,92.0,0.3336806214858365,varA
cardiovascular,3,indication,5009.0,fuse_rankavg,0.04029488992879014,0.8407811220311221,22,1798,0.0,92.0,0.3336806214858365,varA
cardiovascular,3,indication,5044.0,p_A,0.05402402683194356,0.29870836555259617,103,1798,0.0,19.0,0.4676657571711516,varA
cardiovascular,3,indication,5044.0,p_B,0.04738190031762385,0.4324598333190136,103,1798,0.0,19.0,0.4676657571711516,varA
cardiovascular,3,indication,5044.0,fuse_rankavg,0.0509604146000444,0.33369132514248073,103,1798,0.0,19.0,0.4676657571711516,varA
cardiovascular,3,indication,2277.0,p_A,0.06171219539546602,0.7897423626066842,7,1798,0.0,97.0,0.08435182056224404,varA
cardiovascular,3,indication,2277.0,p_B,0.008086726920628973,0.7208263539921831,7,1798,0.0,97.0,0.08435182056224404,varA
cardiovascular,3,indication,2277.0,fuse_rankavg,0.039866198842988636,0.8387971604052006,7,1798,0.0,97.0,0.08435182056224404,varA
cardiovascular,3,indication,5311.0,p_A,0.01875919055779015,0.7177953258355269,7,1798,0.0,99.0,0.3571706328734843,varA
cardiovascular,3,indication,5311.0,p_B,0.002787563729937923,0.23386775145569116,7,1798,0.0,99.0,0.3571706328734843,varA
cardiovascular,3,indication,5311.0,fuse_rankavg,0.0038818349506314757,0.4576453697056712,7,1798,0.0,99.0,0.3571706328734843,varA
cardiovascular,3,indication,5068.0,p_A,0.10111402791141463,0.9082044593503509,9,1798,0.0,83.0,0.051225764263802945,varA
cardiovascular,3,indication,5068.0,p_B,0.005927866728804651,0.5496553009129868,9,1798,0.0,83.0,0.051225764263802945,varA
cardiovascular,3,indication,5068.0,fuse_rankavg,0.042301577494628706,0.8134898453512205,9,1798,0.0,83.0,0.051225764263802945,varA
cardiovascular,3,indication,6716.0,p_A,0.10761373566856829,0.9099434817713186,9,1798,0.0,87.0,0.3966724202309687,varA
cardiovascular,3,indication,6716.0,p_B,0.01899224132051247,0.7340537854791627,9,1798,0.0,87.0,0.3966724202309687,varA
cardiovascular,3,indication,6716.0,fuse_rankavg,0.18981794443193578,0.8659710576982795,9,1798,0.0,87.0,0.3966724202309687,varA
cardiovascular,3,indication,831.0,p_A,0.013227830372741507,0.6391829155060352,3,1798,0.0,9.0,-0.102564505615661,varA
cardiovascular,3,indication,831.0,p_B,0.0036296108490713563,0.5578458681522748,3,1798,0.0,9.0,-0.102564505615661,varA
cardiovascular,3,indication,831.0,fuse_rankavg,0.004385263576657882,0.6524605385329618,3,1798,0.0,9.0,-0.102564505615661,varA
cardiovascular,3,indication,6809.0,p_A,0.003823150122847059,0.678180129990715,3,1798,0.0,1.0,-0.2669748397929529,varA
cardiovascular,3,indication,6809.0,p_B,0.010147022121848138,0.6555246053853296,3,1798,0.0,1.0,-0.2669748397929529,varA
cardiovascular,3,indication,6809.0,fuse_rankavg,0.01933309184576994,0.7399257195914577,3,1798,0.0,1.0,-0.2669748397929529,varA
cardiovascular,3,indication,4981.0,p_A,0.06457170785671695,0.8665118513773222,14,1798,0.0,132.0,0.2590981639242143,varA
cardiovascular,3,indication,4981.0,p_B,0.0083812265381358,0.5076873798846893,14,1798,0.0,132.0,0.2590981639242143,varA
cardiovascular,3,indication,4981.0,fuse_rankavg,0.01755675344355778,0.7486787315823189,14,1798,0.0,132.0,0.2590981639242143,varA
cardiovascular,3,indication,6021.0,p_A,0.0030530883947483215,0.4871165644171779,5,1798,0.0,1.0,0.9361121983722231,varA
cardiovascular,3,indication,6021.0,p_B,0.002757725491435997,0.4325711098717233,5,1798,0.0,1.0,0.9361121983722231,varA
cardiovascular,3,indication,6021.0,fuse_rankavg,0.002911204507211511,0.4588957055214724,5,1798,0.0,1.0,0.9361121983722231,varA
cardiovascular,3,indication,6981.0,p_A,0.004345704855706595,0.3988572138376498,9,1798,0.0,51.0,-0.008750276171705984,varA
cardiovascular,3,indication,6981.0,p_B,0.006276370995070683,0.4765542512887398,9,1798,0.0,51.0,-0.008750276171705984,varA
cardiovascular,3,indication,6981.0,fuse_rankavg,0.004384667822370689,0.4042295509595677,9,1798,0.0,51.0,-0.008750276171705984,varA
cardiovascular,3,indication,24573.0,p_A,0.0070921985815602835,0.9220923761825264,1,1798,0.0,15.0,0.2650950101610043,varA
cardiovascular,3,indication,24573.0,p_B,0.011494252873563218,0.9521424596549806,1,1798,0.0,15.0,0.2650950101610043,varA
cardiovascular,3,indication,24573.0,fuse_rankavg,0.027777777777777776,0.9805230940456315,1,1798,0.0,15.0,0.2650950101610043,varA
cardiovascular,3,indication,5279.0,p_A,0.01997032310815126,0.6395961862030286,15,1798,0.0,11.0,0.21304178029812293,varA
cardiovascular,3,indication,5279.0,p_B,0.010278880550667783,0.5628715647784632,15,1798,0.0,11.0,0.21304178029812293,varA
cardiovascular,3,indication,5279.0,fuse_rankavg,0.012541084617642187,0.6242849130678633,15,1798,0.0,11.0,0.21304178029812293,varA
cardiovascular,3,indication,11057.0,p_A,0.05123513968434751,0.8696401637578108,13,1798,0.0,30.0,0.057881852851288794,varA
cardiovascular,3,indication,11057.0,p_B,0.0073605881701722465,0.40297349709114416,13,1798,0.0,30.0,0.057881852851288794,varA
cardiovascular,3,indication,11057.0,fuse_rankavg,0.012660369986684381,0.6913165266106442,13,1798,0.0,30.0,0.057881852851288794,varA
cardiovascular,3,indication,2679.0,p_A,0.034248463492266415,0.9315642458100558,8,1798,0.0,10.0,0.0863779708654876,varA
cardiovascular,3,indication,2679.0,p_B,0.0038339465309600116,0.37332402234636874,8,1798,0.0,10.0,0.0863779708654876,varA
cardiovascular,3,indication,2679.0,fuse_rankavg,0.008734660066302158,0.7344972067039106,8,1798,0.0,10.0,0.0863779708654876,varA
cardiovascular,3,indication,5294.0,p_A,0.004892417277315469,0.5856107083100948,5,1798,0.0,9.0,-0.3829448846688165,varA
cardiovascular,3,indication,5294.0,p_B,0.004343128866688065,0.6167317345231456,5,1798,0.0,9.0,-0.3829448846688165,varA
cardiovascular,3,indication,5294.0,fuse_rankavg,0.006361877083227271,0.698047964305633,5,1798,0.0,9.0,-0.3829448846688165,varA
cardiovascular,3,indication,5386.0,p_A,0.006585620070598841,0.6627997769102063,5,1798,0.0,3.0,0.1635906725312127,varA
cardiovascular,3,indication,5386.0,p_B,0.0033226189055424785,0.49369771332961526,5,1798,0.0,3.0,0.1635906725312127,varA
cardiovascular,3,indication,5386.0,fuse_rankavg,0.004600562749940773,0.6065811489124373,5,1798,0.0,3.0,0.1635906725312127,varA
cardiovascular,3,indication,5295.0,p_A,0.006738424480873885,0.6829427083333334,6,1798,0.0,2.0,0.9264307932274873,varA
cardiovascular,3,indication,5295.0,p_B,0.004136360056892151,0.5386904761904762,6,1798,0.0,2.0,0.9264307932274873,varA
cardiovascular,3,indication,5295.0,fuse_rankavg,0.004875496941272518,0.6143508184523809,6,1798,0.0,2.0,0.9264307932274873,varA
cardiovascular,3,indication,9934.0,p_A,0.07852765886006882,0.9268337975858867,3,1798,0.0,4.0,0.10564042740960616,varA
cardiovascular,3,indication,9934.0,p_B,0.00439780854575463,0.7559888579387187,3,1798,0.0,4.0,0.10564042740960616,varA
cardiovascular,3,indication,9934.0,fuse_rankavg,0.01971148305891926,0.9366759517177343,3,1798,0.0,4.0,0.10564042740960616,varA
cardiovascular,3,indication,5385.0,p_A,0.026581221860724962,0.7532033426183844,3,1798,0.0,30.0,-0.14936427824506068,varA
cardiovascular,3,indication,5385.0,p_B,0.007935846708222461,0.5894150417827299,3,1798,0.0,30.0,-0.14936427824506068,varA
cardiovascular,3,indication,5385.0,fuse_rankavg,0.005358984393742761,0.801949860724234,3,1798,0.0,30.0,-0.14936427824506068,varA
cardiovascular,3,indication,11479.0,p_A,0.0030508603047070416,0.7293986636971046,2,1798,0.0,5.0,-0.20970801727963564,varA
cardiovascular,3,indication,11479.0,p_B,0.008081709554266448,0.8424276169265034,2,1798,0.0,5.0,-0.20970801727963564,varA
cardiovascular,3,indication,11479.0,fuse_rankavg,0.012463662790697674,0.923162583518931,2,1798,0.0,5.0,-0.20970801727963564,varA
cardiovascular,3,indication,8364.0,p_A,0.003035491905354919,0.7319042316258352,2,1798,0.0,5.0,0.20272960147336394,varA
cardiovascular,3,indication,8364.0,p_B,0.003356160802969314,0.7087973273942093,2,1798,0.0,5.0,0.20272960147336394,varA
cardiovascular,3,indication,8364.0,fuse_rankavg,0.004494525834908633,0.8003897550111359,2,1798,0.0,5.0,0.20272960147336394,varA
cardiovascular,3,indication,5267.0,p_A,0.0006747638326585695,0.17584863661658323,1,1798,0.0,59.0,-0.37086389812812603,varA
cardiovascular,3,indication,5267.0,p_B,0.0012706480304955528,0.5626043405676127,1,1798,0.0,59.0,-0.37086389812812603,varA
cardiovascular,3,indication,5267.0,fuse_rankavg,0.0007107320540156361,0.21869782971619367,1,1798,0.0,59.0,-0.37086389812812603,varA
cardiovascular,3,indication,4995.0,p_A,0.0010834236186348862,0.4869226488592098,1,1798,0.0,4.0,0.23810866835083633,varA
cardiovascular,3,indication,4995.0,p_B,0.013888888888888888,0.9604897050639956,1,1798,0.0,4.0,0.23810866835083633,varA
cardiovascular,3,indication,4995.0,fuse_rankavg,0.0028169014084507044,0.8032832498608793,1,1798,0.0,4.0,0.23810866835083633,varA
cardiovascular,3,indication,5264.0,p_A,0.007783268774648084,0.681577480490524,4,1798,0.0,50.0,0.0036974503240137357,varA
cardiovascular,3,indication,5264.0,p_B,0.011189125635477434,0.6300167224080268,4,1798,0.0,50.0,0.0036974503240137357,varA
cardiovascular,3,indication,5264.0,fuse_rankavg,0.0052017511617500735,0.7464464882943144,4,1798,0.0,50.0,0.0036974503240137357,varA
cardiovascular,3,indication,5299.0,p_A,0.004805248038089414,0.5462653288740246,4,1798,0.0,56.0,0.30621662675651157,varA
cardiovascular,3,indication,5299.0,p_B,0.004839794734565478,0.5521181716833891,4,1798,0.0,56.0,0.30621662675651157,varA
cardiovascular,3,indication,5299.0,fuse_rankavg,0.003009375868810013,0.550097547380156,4,1798,0.0,56.0,0.30621662675651157,varA
cardiovascular,3,indication,5010.0,p_A,0.25,0.998330550918197,1,1798,0.0,216.0,0.5113124068005008,varA
cardiovascular,3,indication,5010.0,p_B,0.3333333333333333,0.9988870339454646,1,1798,0.0,216.0,0.5113124068005008,varA
cardiovascular,3,indication,5010.0,fuse_rankavg,1.0,1.0,1,1798,0.0,216.0,0.5113124068005008,varA
cardiovascular,3,indication,465.0,p_A,0.000925925925925926,0.3995548135781859,1,1798,0.0,11.0,0.19749030488617259,varA
cardiovascular,3,indication,465.0,p_B,0.0006618133686300463,0.15971062882582077,1,1798,0.0,11.0,0.19749030488617259,varA
cardiovascular,3,indication,465.0,fuse_rankavg,0.0006825938566552901,0.1853088480801336,1,1798,0.0,11.0,0.19749030488617259,varA
cardiovascular,3,indication,745.0,p_A,0.0026568386103867467,0.28934151785714285,6,1798,0.0,6.0,0.1795351997004036,varA
cardiovascular,3,indication,745.0,p_B,0.004137406037089352,0.5451078869047619,6,1798,0.0,6.0,0.1795351997004036,varA
cardiovascular,3,indication,745.0,fuse_rankavg,0.002868613048815162,0.36202566964285715,6,1798,0.0,6.0,0.1795351997004036,varA
cardiovascular,3,indication,19514.0,p_A,0.16666666666666666,0.9972175848636616,1,1798,0.0,4.0,0.7687868511346052,varA
cardiovascular,3,indication,19514.0,p_B,0.0030864197530864196,0.820255982192543,1,1798,0.0,4.0,0.7687868511346052,varA
cardiovascular,3,indication,19514.0,fuse_rankavg,0.008333333333333333,0.9340567612687813,1,1798,0.0,4.0,0.7687868511346052,varA
cardiovascular,3,indication,8542.0,p_A,0.006024096385542169,0.9081803005008348,1,1798,0.0,16.0,0.4883930978791952,varA
cardiovascular,3,indication,8542.0,p_B,0.004048582995951417,0.8631051752921536,1,1798,0.0,16.0,0.4883930978791952,varA
cardiovascular,3,indication,8542.0,fuse_rankavg,0.00980392156862745,0.9437952142459655,1,1798,0.0,16.0,0.4883930978791952,varA
cardiovascular,3,indication,11514.0,p_A,0.005376344086021506,0.8970506399554814,1,1798,0.0,2.0,0.6428985376088564,varA
cardiovascular,3,indication,11514.0,p_B,0.00909090909090909,0.9393433500278241,1,1798,0.0,2.0,0.6428985376088564,varA
cardiovascular,3,indication,11514.0,fuse_rankavg,0.010309278350515464,0.9465776293823038,1,1798,0.0,2.0,0.6428985376088564,varA
cardiovascular,3,indication,8889.0,p_A,0.027777777777777776,0.9805230940456315,1,1798,0.0,2.0,0.5700541144339081,varA
cardiovascular,3,indication,8889.0,p_B,0.0008635578583765112,0.3561491374513077,1,1798,0.0,2.0,0.5700541144339081,varA
cardiovascular,3,indication,8889.0,fuse_rankavg,0.00186219739292365,0.7020033388981636,1,1798,0.0,2.0,0.5700541144339081,varA
cardiovascular,3,indication,8638.0,p_A,0.010867761738841878,0.9256681514476615,2,1798,0.0,9.0,-0.19628221602057516,varA
cardiovascular,3,indication,8638.0,p_B,0.004943044172980774,0.7742204899777283,2,1798,0.0,9.0,-0.19628221602057516,varA
cardiovascular,3,indication,8638.0,fuse_rankavg,0.06231231231231231,0.9572661469933185,2,1798,0.0,9.0,-0.19628221602057516,varA
cardiovascular,3,indication,6812.0,p_A,0.0028251849610168274,0.6998886414253898,2,1798,0.0,6.0,0.07469879132037928,varA
cardiovascular,3,indication,6812.0,p_B,0.0042671869225546395,0.8098552338530067,2,1798,0.0,6.0,0.07469879132037928,varA
cardiovascular,3,indication,6812.0,fuse_rankavg,0.008133057456628998,0.887249443207127,2,1798,0.0,6.0,0.07469879132037928,varA
cardiovascular,3,indication,6658.0,p_A,0.00065359477124183,0.14913745130773515,1,1798,0.0,50.0,0.5006281906324829,varA
