,contraindication,indication,off-label use
AUPRC,0.19702378312426036,0.14320370496387483,0.22944203410159053
AUROC,0.8073703048360871,0.8676236829652073,0.8750601116169007
Recall@1%,0.19614632760576642,0.22034907753114052,0.15028344671201813
Recall@5%,0.40285241887658296,0.46843408938479353,0.553968253968254
Recall@10%,0.5259038186320698,0.6231585367821905,0.6830782312925169
Recall@10,0.17831184132705677,0.14825052513536358,0.29897959183673467
Recall@50,0.3756744620508084,0.3657522900325303,0.6830782312925169
Recall@100,0.49084315300107895,0.4961474282414631,0.7950113378684808
MRR@10,0.28669590643274856,0.1809635591325732,0.2499244142101285
MRR@50,0.2977892445163564,0.19437597463951717,0.2659916838486601
MRR@100,0.2984286582340261,0.1956292074114675,0.26679341937025985
AP@10,0.26049063631300473,0.16243772822117888,0.24713448871612137
AP@50,0.23739348796139745,0.15388213292929168,0.2393775416594618
AP@100,0.22060257115412846,0.15112284354524852,0.23312290768416644
Enrichment@1%,22.5628903401035,22.71761774042154,17.33977858232793
Enrichment@5%,8.123954981291934,9.566982305850257,11.728615568653062
Enrichment@10%,5.390059319248789,6.240391207459039,6.9038904617825
F1,0.12163091144216005,0.07219851890745535,0.1268859206478298
Accuracy,0.965176202580878,0.9666226118510062,0.9523809523809522
Sensitivity,0.28497438293486727,0.37774312990240916,0.47389455782312917
Specificity,0.9759482496055267,0.9685233694110351,0.9551891567901443
# of Pos,18.50877192982456,6.253521126760563,3.4285714285714284
