,contraindication,indication,off-label use
AUPRC,0.12826332288040201,0.176244057820331,0.17248034513075675
AUROC,0.7910205117548225,0.8855609787882832,0.8172051481387711
Recall@1%,0.11227221381573764,0.3646711159333737,0.10537240537240536
Recall@5%,0.37544401213842477,0.5891398175733334,0.3597069597069597
Recall@10%,0.49098419941154636,0.7374179504062636,0.5826617826617827
Recall@10,0.1059022298450166,0.24407882083255486,0.18021978021978022
Recall@50,0.3250053802119816,0.5123469359242088,0.6365079365079365
Recall@100,0.4263375975723452,0.5979997119439413,0.7207977207977208
MRR@10,0.17690925426774484,0.25330086580086586,0.20705128205128207
MRR@50,0.19060092300643733,0.26403508865050485,0.22230369078807619
MRR@100,0.19259950729738293,0.26427558889100505,0.22308776510156222
AP@10,0.15385968852949986,0.25419026336685063,0.1886263736263736
AP@50,0.14666785226558351,0.22214755463924366,0.1751186693132059
AP@100,0.14382810815591404,0.20150128429250033,0.17349524446726136
Enrichment@1%,14.066832137848975,40.132561617027335,13.298924304359085
Enrichment@5%,7.343921188450407,12.154561931628635,7.198881878744111
Enrichment@10%,4.8804843930438295,7.398761512823211,5.983425991582224
F1,0.06890435550710286,0.08048502314377218,0.07446737758973752
Accuracy,0.8973094907303666,0.9358016590109872,0.8761480065827894
Sensitivity,0.45782358242983573,0.6795278849198542,0.653032153032153
Specificity,0.902259494753371,0.9369943223216265,0.8773244870440294
# of Pos,13.377358490566039,8.212121212121213,3.3076923076923075
