,contraindication,indication,off-label use
AUPRC,0.15619442179133933,0.12484037015062611,0.20011016524222933
AUROC,0.7853051375628846,0.8546107724550905,0.8547783351758207
Recall@1%,0.13372077446706745,0.22057869349190806,0.12363945578231293
Recall@5%,0.3788315409114076,0.4160758221342314,0.5083333333333333
Recall@10%,0.49978383822187145,0.5900153147046271,0.634750566893424
Recall@10,0.12168401052701278,0.14452470915809773,0.2770408163265306
Recall@50,0.34782681066129584,0.3363568442742013,0.634750566893424
Recall@100,0.4593149857939942,0.4338057309991858,0.7535147392290249
MRR@10,0.24619883040935675,0.16647104851330202,0.21718631897203325
MRR@50,0.26069921387903844,0.17597319001942394,0.2323803133351157
MRR@100,0.2617150075761818,0.17731121354651602,0.23349015120965944
AP@10,0.2250263970110461,0.1504358159539246,0.20441389518770472
AP@50,0.20238404374384175,0.13830463247393904,0.2150430837754182
AP@100,0.18545031701192646,0.13386698159380211,0.20405535710898826
Enrichment@1%,15.382429388661068,22.756272305353175,14.58337122727879
Enrichment@5%,7.687673437138531,8.524076793394757,10.580669249509345
Enrichment@10%,5.126655788830984,5.91429137784637,6.428164797674751
F1,0.10819692427138239,0.06303207834578074,0.12113145866469384
Accuracy,0.9548554680446167,0.9613829562606067,0.9470570837030463
Sensitivity,0.28420687369257425,0.3864012730572382,0.5147108843537415
Specificity,0.9650607190021863,0.9633222997024816,0.949510943746616
# of Pos,18.50877192982456,6.253521126760563,3.4285714285714284
