,contraindication,indication,off-label use
AUPRC,0.13443551974420398,0.17329186788944667,0.17750556303574694
AUROC,0.7859273607735917,0.8859791565279471,0.8138881266029537
Recall@1%,0.11205215942602058,0.36641866812029633,0.1105006105006105
Recall@5%,0.37290582705306985,0.5881916845229277,0.35685795685795685
Recall@10%,0.48573096580237896,0.7420093186339954,0.557020757020757
Recall@10,0.10870962225707036,0.24494324834041903,0.17912087912087912
Recall@50,0.33426423847242687,0.5304087471878982,0.5855107855107855
Recall@100,0.43077395094730747,0.5995972867829201,0.7207977207977208
MRR@10,0.1893830488170111,0.2581168831168831,0.21391941391941394
MRR@50,0.20139814033939205,0.27007484628532064,0.2281316727302117
MRR@100,0.2034003052322919,0.27007484628532064,0.23005861903310196
AP@10,0.17217066700894193,0.24826236190323492,0.20205942205942207
AP@50,0.1531764731853887,0.21815110547830857,0.1792638368984689
AP@100,0.15017428014195303,0.1983265086460707,0.17891649006247104
Enrichment@1%,14.034916687956484,40.34810077177337,14.212463261376305
Enrichment@5%,7.289248590222956,12.133621880033072,7.143621047621211
Enrichment@10%,4.826574740681981,7.434211651768253,5.704719191136293
F1,0.06946789622994742,0.0797621802053178,0.07516779695697236
Accuracy,0.896338457401515,0.9342536974408157,0.8764665286404415
Sensitivity,0.4754397743338837,0.6824574784744478,0.6402116402116402
Specificity,0.9013828300474412,0.9354704414692047,0.877700090875918
# of Pos,13.377358490566039,8.212121212121213,3.3076923076923075
