split,seed,relation,disease_id,variant,auprc,auroc,n_pos,n_candidates,dd_degree_train,kg_degree,spearman_A_B,tag
cardiovascular,4,indication,6955.0,p_A,0.030437434503918552,0.91224147568474,9,1798,0.0,4.0,0.7502827367774683,varA
cardiovascular,4,indication,6955.0,p_B,0.0053636506096588965,0.5184771132227812,9,1798,0.0,4.0,0.7502827367774683,varA
cardiovascular,4,indication,6955.0,fuse_rankavg,0.009802119597429573,0.7387739891932177,9,1798,0.0,4.0,0.7502827367774683,varA
cardiovascular,4,indication,5009.0,p_A,0.047785898326619794,0.6201115888615889,22,1798,0.0,92.0,0.12739358112677793,varA
cardiovascular,4,indication,5009.0,p_B,0.015062276384144258,0.5880681818181819,22,1798,0.0,92.0,0.12739358112677793,varA
cardiovascular,4,indication,5009.0,fuse_rankavg,0.024859878166928917,0.6328572891072891,22,1798,0.0,92.0,0.12739358112677793,varA
cardiovascular,4,indication,5044.0,p_A,0.0442245882964087,0.32325228398774236,103,1798,0.0,19.0,0.3804197228259337,varA
cardiovascular,4,indication,5044.0,p_B,0.034527037845599955,0.21406764613225648,103,1798,0.0,19.0,0.3804197228259337,varA
cardiovascular,4,indication,5044.0,fuse_rankavg,0.035138626558991345,0.22550620041813446,103,1798,0.0,19.0,0.3804197228259337,varA
cardiovascular,4,indication,2277.0,p_A,0.12189506436792892,0.8412698412698413,7,1798,0.0,97.0,0.15152255287627414,varA
cardiovascular,4,indication,2277.0,p_B,0.007379699579960994,0.675440695541198,7,1798,0.0,97.0,0.15152255287627414,varA
cardiovascular,4,indication,2277.0,fuse_rankavg,0.04672341836567896,0.8316582914572864,7,1798,0.0,97.0,0.15152255287627414,varA
cardiovascular,4,indication,5311.0,p_A,0.014201284290819353,0.7573582196697775,7,1798,0.0,99.0,0.37354325431537777,varA
cardiovascular,4,indication,5311.0,p_B,0.004394077386320833,0.5132806891600862,7,1798,0.0,99.0,0.37354325431537777,varA
