,contraindication,indication,off-label use
AUPRC,0.18542119831800272,0.12345507640467994,0.17594032800548431
AUROC,0.7356954092099102,0.8425159656395049,0.8373809725556798
Recall@1%,0.14102204596322246,0.2693061802109181,0.09216605194113844
Recall@5%,0.31715755050460936,0.49422084551872864,0.37574460333975906
Recall@10%,0.42987867857279627,0.6540274429311728,0.5652360711184241
Recall@10,0.1344998204409969,0.16569117038875103,0.2299117405086263
Recall@50,0.29720226457873516,0.4344272125723738,0.5946478358243065
Recall@100,0.4017478276184158,0.5326341101215093,0.7655971479500892
MRR@10,0.2413809523809524,0.14761284722222223,0.18025210084033616
MRR@50,0.2527625159382341,0.1609095524803463,0.19499092079974434
MRR@100,0.2549045655372171,0.16275666948414824,0.19734350016656024
AP@10,0.2398863756613757,0.13536861359126984,0.1834283713485394
AP@50,0.2108928936091791,0.1322869198833945,0.18215201762948485
AP@100,0.2056641545082397,0.12864199504530066,0.18065248143532725
Enrichment@1%,19.58852353637575,37.76839056961646,14.053432887222217
Enrichment@5%,6.3429354396663395,10.334656597769538,8.23833902439974
Enrichment@10%,4.263725934740415,6.581309172848338,5.9721051566067045
F1,0.10053283006614773,0.046428878984909897,0.10163346412470924
Accuracy,0.9157244655581949,0.9421154913936702,0.9079892826695897
Sensitivity,0.3951130351365645,0.5412034462513293,0.5478469819300269
Specificity,0.9251255460348965,0.9436749984948256,0.9106938661822026
# of Pos,18.84,5.578125,4.088235294117647
